จังหวัด,ประเภทสถานศึกษา,ชื่อสถานศึกษา,ระดับชั้น,ประเภทนักเรียน,ประเภทวิชา,สาขาวิชา,สาขางาน,จำนวน,หน่วย
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,คอมพิวเตอร์ธุรกิจ,62,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างกลโรงงาน,เครื่องมือกล,57,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างก่อสร้าง,ก่อสร้าง,91,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างเชื่อมโลหะ,โครงสร้าง,3,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,ซ่อมบำรุงเรือยอร์ช,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างเทคนิคคอมพิวเตอร์,เทคนิคคอมพิวเตอร์,14,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,ไฟฟ้ากำลัง,95,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,จักรยานยนต์และเครื่องยนต์เล็กอเนกประสงค์,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างยนต์,ยานยนต์,97,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,อิเล็กทรอนิกส์,22,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,46,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวช.3,ปกติ,อุตสาหกรรมท่องเที่ยว,การโรงแรม,การโรงแรม,50,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,การตลาด,10,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,การบัญชี,6,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,ช่างก่อสร้าง,ช่างก่อสร้าง,9,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคการผลิต,เทคนิคการผลิต,8,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคเครื่องกล,เทคนิคเครื่องกล,40,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคนิคซ่อมบำรุงเรือ,เทคนิคซ่อมบำรุงเรือ,12,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,เทคโนโลยีอิเล็กทรอนิกส์,1,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรม,ไฟฟ้า,ไฟฟ้า,12,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรมดิจิทัลและเทคโนโลยีสารสนเทศ,เครือข่ายคอมพิวเตอร์และความปลอดภัย,เครือข่ายคอมพิวเตอร์และความปลอดภัย,11,คน
กระบี่,รัฐ,วิทยาลัยเทคนิคกระบี่,ปวส.1,ทวิภาคี,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,การท่องเที่ยว,63,คน
